,SalePrice,FullBath,HalfBath,BedroomAbvGr,YrSold,Top5,LotArea,YearBuilt,GrLivArea,GarageArea,FancyHouse,TallHouse,LessDense,GarageCars,TotalBsmtSF
372,125000,1,0,2,2010,0,7175,1984,752,264,1,0,1,1,744
373,123000,1,0,3,2009,0,10634,1953,1319,270,1,0,1,1,608
374,219500,2,1,4,2007,0,8200,2003,1928,434,1,1,1,2,847
375,61000,0,1,1,2009,0,10020,1922,904,0,1,0,1,0,683
376,148000,1,0,2,2006,0,8846,1996,914,576,1,0,1,2,870
377,340000,3,0,4,2007,0,11143,2004,2466,610,1,1,1,2,1580
378,394432,1,1,1,2010,1,11394,2010,1856,834,1,0,1,3,1856
379,179000,2,1,3,2009,0,8123,2000,1800,463,1,1,1,2,982
380,127000,2,0,3,2010,0,5000,1924,1691,308,1,0,1,1,1026
381,187750,2,0,2,2006,0,7200,2006,1301,572,1,0,1,2,1293
382,213500,2,1,3,2007,0,9245,2006,1797,639,1,1,1,2,939
383,76000,1,0,2,2009,0,9000,1928,784,360,1,0,0,2,784
384,240000,2,1,3,2007,0,53107,1992,1953,501,1,1,1,2,1580
385,192000,2,0,2,2010,0,3182,2004,1269,430,1,0,1,2,1256
386,81000,1,0,5,2006,0,8410,1910,1184,0,1,0,1,0,658
387,125000,1,0,3,2009,0,7200,1976,1125,352,1,0,1,1,1041
388,191000,2,0,3,2008,0,9382,1999,1479,577,1,0,1,2,1468
389,426000,2,1,3,2008,1,12474,2007,2332,846,1,1,1,3,1682
390,119000,1,0,4,2008,0,8405,1900,1367,384,1,0,1,1,861
391,215000,2,1,3,2009,0,12209,2001,1961,560,1,1,1,2,804
392,106500,1,0,3,2007,0,8339,1959,882,294,1,0,1,1,0
393,100000,1,0,2,2006,0,7446,1941,788,0,1,0,1,0,788
394,109000,1,0,2,2007,0,10134,1940,1034,240,1,0,1,1,735
395,129000,1,0,3,2010,0,9571,1956,1144,596,1,0,1,1,1144
396,123000,1,0,2,2009,0,7200,1972,894,600,1,0,1,2,894
397,169500,2,0,4,2007,0,7590,1962,1812,264,1,1,1,1,864
398,67000,1,0,2,2007,0,8967,1920,1077,338,1,0,0,1,961
399,241000,2,0,2,2009,0,8125,2006,1550,438,1,1,1,2,1092
400,245500,1,1,1,2008,1,14963,1996,1288,500,1,0,1,2,1260
401,164990,2,0,3,2006,0,8767,2005,1310,400,1,0,1,2,1310
402,108000,1,0,2,2008,0,10200,1940,672,240,1,0,1,1,672
403,258000,2,1,4,2006,1,12090,1998,2263,420,1,1,1,2,1141
404,168000,2,1,3,2007,0,10364,1995,1572,373,1,1,1,2,806
405,150000,2,0,3,2009,0,9991,1976,1620,490,1,0,1,2,1281
406,115000,1,0,3,2008,0,10480,1936,1639,240,1,0,1,1,1064
407,177000,2,0,4,2008,0,15576,1915,1680,308,1,1,1,1,840
408,280000,2,1,3,2007,1,14154,2006,2172,947,1,1,1,3,1063
409,339750,2,1,3,2008,0,10800,2007,2078,836,1,1,1,3,1034
410,60000,1,0,3,2009,0,9571,1958,1276,350,1,0,1,1,1276
411,145000,1,0,3,2006,0,34650,1955,1056,572,0,0,1,2,1056
412,222000,2,1,2,2010,0,4403,2009,1478,484,1,0,1,2,1470
413,115000,1,0,2,2010,0,8960,1927,1028,360,1,0,0,2,1008
414,228000,2,1,3,2008,0,11228,1993,2097,678,1,1,1,3,1080
415,181134,2,0,3,2007,0,8899,2007,1340,396,1,0,1,2,1340
416,149500,1,1,3,2006,0,7844,1978,1400,440,1,1,1,2,672
417,239000,2,1,4,2007,0,22420,1918,2624,864,1,1,1,3,1370
418,126000,1,1,3,2007,0,8160,1940,1134,240,1,0,1,1,756
419,142000,1,0,3,2010,0,8450,1968,1056,304,1,0,1,1,1056
420,206300,2,0,2,2008,0,7060,1997,1344,784,0,0,0,4,1344
421,215000,2,0,3,2009,0,16635,1977,1602,529,1,0,1,2,1602
422,113000,1,0,2,2008,0,21750,1954,988,520,1,0,1,2,988
423,315000,2,1,4,2008,1,9200,1998,2630,696,1,1,1,3,1470
424,139000,1,0,2,2008,0,9000,1956,1196,297,1,0,1,1,1196
425,135000,1,1,3,2009,0,3378,1946,1389,240,1,1,0,1,651
426,275000,2,0,2,2009,0,12800,1989,1644,569,1,0,1,2,1518
427,109008,1,0,3,2008,0,8593,1957,907,352,1,0,1,1,907
428,195400,2,0,2,2007,0,6762,2007,1208,628,1,0,1,2,1208
429,175000,2,0,3,2009,1,11457,1988,1412,576,1,0,1,2,1392
430,85400,1,1,2,2008,0,1680,1971,987,264,0,1,0,1,483
431,79900,1,0,4,2008,0,5586,1920,1198,0,1,0,0,0,901
432,122500,1,1,2,2007,0,1920,1971,1365,440,1,1,0,2,765
433,181000,2,1,3,2008,0,10839,1997,1604,470,1,1,1,2,926
434,81000,1,0,1,2008,0,1890,1972,630,0,0,0,0,0,630
435,212000,2,1,3,2009,0,10667,1996,1661,550,1,1,1,2,799
436,116000,1,0,2,2006,0,4400,1920,1118,440,1,0,0,2,648
437,119000,1,0,2,2009,0,6000,1926,904,180,1,0,0,1,884
438,90350,1,0,2,2007,0,4280,1913,694,352,1,0,1,1,440
439,110000,1,0,3,2009,0,12354,1920,1196,528,1,0,1,2,684
440,555000,2,0,2,2009,1,15431,2008,2402,672,1,0,1,3,3094
441,118000,2,0,4,2008,0,12108,1955,1440,0,0,0,1,0,1440
442,162900,2,0,3,2008,0,6240,1930,1573,360,1,0,0,2,1078
443,172500,2,0,2,2007,0,3922,2006,1258,648,1,0,1,3,1258
444,210000,2,1,4,2008,0,8750,1994,1908,493,1,1,1,2,915
445,127500,1,0,3,2009,0,9855,1956,1689,480,1,0,1,2,1436
446,190000,2,1,2,2010,0,16492,1966,1888,578,1,0,1,2,1517
447,199900,2,1,4,2006,0,11214,1998,1886,431,1,1,1,2,930
448,119500,2,0,3,2006,0,8600,1937,1376,198,1,0,0,1,780
449,120000,1,1,2,2007,0,6000,1948,1183,308,1,0,0,1,649
450,110000,1,0,2,2006,0,5684,1930,813,270,1,0,0,1,813
451,280000,2,0,2,2006,0,70761,1975,1533,576,1,0,1,2,1533
452,204000,2,1,3,2007,1,9303,1996,1756,422,1,1,1,2,872
453,210000,2,1,3,2009,0,9000,2008,1590,676,1,1,1,2,768
454,188000,2,0,4,2006,0,9297,1976,1728,560,0,0,1,2,1728
455,175500,1,1,3,2007,0,9600,1973,1242,528,1,0,1,2,1242
456,98000,1,0,4,2008,0,4571,1916,1344,513,1,1,0,3,624
457,256000,1,0,2,2008,0,53227,1954,1663,529,1,0,1,2,1364
458,161000,1,0,3,2008,0,5100,1925,1666,228,1,1,0,1,588
459,110000,1,0,3,2009,0,7015,1950,1203,352,1,0,1,1,709
460,263435,2,1,3,2009,0,8004,2009,1935,552,1,1,1,2,832
461,155000,1,0,3,2009,0,7200,1936,1135,576,1,1,1,2,560
462,62383,1,0,3,2009,0,8281,1965,864,360,1,0,1,1,864
463,188700,1,1,3,2008,0,11988,1934,1660,240,1,1,1,1,715
464,124000,2,0,3,2009,0,8430,1978,1040,0,1,0,1,0,1040
465,178740,2,0,2,2006,0,3072,2004,1414,398,1,0,0,2,1375
466,167000,1,0,2,2007,0,10628,1970,1277,526,1,0,1,2,1277
467,146500,1,1,3,2007,0,9480,1942,1644,312,1,1,1,1,728
468,250000,2,0,3,2007,1,11428,2006,1634,866,1,0,1,3,1626
469,187000,2,1,3,2008,0,9291,1993,1710,506,1,1,1,2,832
470,212000,1,1,1,2010,1,6820,1985,1502,528,1,0,1,2,1488
471,190000,2,1,3,2007,0,11952,1977,1969,534,1,1,1,2,808
472,148000,1,0,2,2008,0,3675,2005,1072,525,1,0,0,2,547
473,440000,2,0,2,2007,1,14977,2006,1976,908,1,0,1,3,1976
474,251000,2,0,2,2007,1,5330,2000,1652,499,1,0,1,2,1494
475,132500,1,0,2,2007,0,8480,1963,970,624,1,0,1,2,970
476,208900,2,0,3,2008,0,13125,1997,1493,508,1,0,1,2,1478
477,380000,2,1,3,2007,1,13693,2006,2643,694,1,1,1,3,2153
478,297000,2,0,3,2009,0,10637,2007,1718,826,1,0,1,3,1705
479,89471,1,0,2,2007,0,5925,1937,1131,672,1,0,0,2,907
480,326000,2,0,3,2006,1,16033,2004,1850,772,1,0,1,3,1833
481,374000,2,0,2,2006,1,11846,2003,1792,874,1,0,1,3,1792
482,155000,1,1,4,2009,0,2500,1915,1826,164,1,1,0,1,910
483,164000,2,0,2,2006,0,4500,1998,1216,402,0,0,0,2,1216
484,132500,1,0,3,2007,0,7758,1962,999,264,1,0,1,1,999
485,147000,1,0,3,2009,0,9600,1950,1113,264,1,0,1,1,1113
486,156000,1,1,3,2007,0,10289,1965,1073,515,1,0,1,2,1073
487,175000,2,0,3,2007,0,12243,1971,1484,487,1,0,1,2,1484
488,160000,2,0,3,2006,0,10800,1900,2414,520,0,0,1,2,954
489,86000,1,0,1,2009,0,1526,1970,630,286,0,0,0,1,630
490,115000,1,1,3,2008,0,2665,1976,1304,336,1,1,0,1,264
491,133000,1,0,3,2006,0,9490,1941,1578,240,1,0,1,1,806
492,172785,2,1,3,2006,0,15578,2006,1456,429,1,1,1,2,728
493,155000,1,1,3,2008,0,7931,1960,1269,308,1,0,1,1,1269
494,91300,1,0,2,2009,0,5784,1938,886,273,1,0,0,1,190
496,430000,3,0,4,2007,1,12692,1992,3228,546,1,0,1,2,3200
497,184000,2,0,4,2008,0,9120,1925,1820,240,1,0,1,1,1026
498,130000,1,0,3,2009,0,7800,1967,899,288,1,0,1,1,864
499,120000,1,0,2,2007,0,7535,1958,912,297,1,0,1,1,912
500,113000,1,1,3,2007,0,1890,1973,1218,264,0,1,0,1,672
501,226700,2,1,3,2008,0,9803,2005,1768,603,1,1,1,2,866
502,140000,1,0,2,2007,0,9170,1965,1214,461,1,0,1,2,1214
503,289000,2,0,1,2010,0,15602,1959,1801,484,1,0,1,2,1501
504,147000,2,1,3,2009,0,2308,1974,1322,440,1,1,1,2,855
505,124500,2,0,4,2009,0,7596,1952,1960,400,0,1,0,2,960
506,215000,2,1,3,2006,0,9554,1993,1911,471,1,1,1,2,777
507,208300,2,0,2,2009,0,7862,2009,1218,676,1,0,1,2,1218
508,161000,2,0,3,2008,0,9600,1928,1378,360,1,1,0,2,689
509,124500,1,0,3,2009,0,9600,1959,1041,270,1,0,1,1,1041
510,164900,1,0,2,2009,0,14559,1951,1363,288,1,0,1,1,1008
511,202665,2,0,2,2006,1,6792,2005,1368,474,1,0,1,2,1368
512,129900,1,0,3,2006,0,9100,1958,864,624,1,0,1,2,864
513,134000,1,1,3,2007,0,9187,1983,1080,484,1,0,1,2,1084
514,96500,1,0,2,2007,0,10594,1926,789,200,1,0,1,1,768
515,402861,2,1,3,2009,1,12220,2009,2020,900,1,0,1,3,2006
516,158000,2,1,3,2009,0,10448,1972,2119,583,1,0,1,2,689
517,265000,2,1,3,2009,1,10208,1996,2344,889,1,1,1,3,1264
518,211000,2,1,3,2007,0,9531,1998,1796,546,1,1,1,2,794
519,234000,1,1,3,2009,0,10918,1926,2080,282,1,1,1,1,1276
520,106250,2,0,3,2008,0,10800,1900,1294,0,0,1,1,0,0
521,150000,1,1,3,2007,0,11988,1957,1244,336,1,0,1,1,1244
522,159000,2,0,3,2006,0,5000,1947,1664,420,1,0,0,2,1004
523,184750,3,1,3,2007,0,40094,2007,4676,884,1,1,1,3,3138
524,315750,2,1,3,2007,1,11787,1996,2398,834,1,1,1,3,1379
525,176000,2,0,3,2006,0,7500,2005,1266,453,1,0,1,2,1257
526,132000,1,0,2,2007,0,13300,1956,928,252,1,0,1,1,928
527,446261,2,1,3,2008,1,14948,2008,2713,858,1,1,1,3,1452
528,86000,1,0,2,2007,0,9098,1920,605,0,1,0,1,0,528
529,200624,3,0,4,2007,0,32668,1957,2515,484,1,0,1,2,2035
530,175000,2,0,3,2008,1,10200,1988,1509,600,1,0,1,2,1461
531,128000,2,0,3,2008,0,6155,1920,1362,502,1,1,0,2,611
532,107500,1,0,2,2010,0,7200,1955,827,392,1,0,1,1,0
533,39300,1,0,1,2007,0,5000,1946,334,0,1,0,1,0,0
534,178000,2,1,3,2006,0,9056,2004,1414,403,1,1,1,2,707
535,107500,1,0,3,2008,0,7000,1910,1347,0,0,1,1,0,1117
536,188000,2,1,3,2008,0,8924,1998,1724,527,1,1,1,2,880
537,111250,1,0,3,2008,0,12735,1972,864,576,1,0,1,2,864
538,158000,1,1,3,2006,0,11553,1968,1159,336,1,0,1,1,1051
539,272000,2,0,3,2010,0,11423,2001,1601,670,1,0,1,2,1581
540,315000,2,0,2,2009,1,14601,2006,1838,765,1,0,1,3,1838
541,248000,2,1,4,2007,1,11000,2000,2285,648,1,1,1,3,969
542,213250,2,0,3,2009,0,10140,1998,1680,583,1,0,1,2,1650
543,133000,1,0,1,2007,0,4058,1998,767,367,1,0,0,1,723
544,179665,2,1,3,2006,0,17104,2006,1496,426,1,1,1,2,654
545,229000,2,1,4,2006,0,13837,1988,2183,786,1,0,1,3,1204
546,210000,1,1,3,2007,0,8737,1923,1635,440,1,0,1,2,1065
547,129500,1,0,2,2007,0,7244,1970,768,624,1,0,1,2,768
548,125000,1,0,2,2008,0,8235,1955,825,720,1,0,0,2,825
549,263000,2,1,4,2009,0,9375,2003,2094,615,1,1,1,2,912
550,140000,2,0,2,2008,0,4043,1977,1069,440,1,0,1,2,1069
551,112500,1,0,3,2008,0,6000,1957,928,288,1,0,0,1,928
552,255500,2,0,3,2009,1,11146,2006,1717,908,1,0,1,3,1709
553,108000,2,0,2,2009,0,8777,1949,1126,520,1,0,1,2,0
554,284000,2,1,3,2008,1,10625,2003,2046,871,1,1,1,3,998
555,113000,1,0,2,2006,0,6380,1922,1048,280,1,0,0,1,993
556,141000,1,0,2,2006,0,14850,1957,1092,299,1,0,1,1,1092
558,175000,2,1,3,2008,0,21872,1996,1446,406,1,1,1,2,729
559,234000,2,0,2,2006,0,3196,2003,1557,420,1,0,1,2,1374
560,121500,1,1,3,2010,0,11341,1957,1392,528,1,0,1,2,1392
561,170000,1,0,2,2006,0,10010,1974,1389,418,1,0,1,2,1389
562,108000,1,0,3,2008,0,13907,1940,996,0,1,0,1,0,996
563,185000,2,0,4,2008,0,21780,1918,1674,396,1,0,1,2,1163
564,268000,2,1,4,2006,1,13346,1992,2295,590,1,1,1,2,1095
565,128000,1,1,4,2010,0,6858,1915,1647,216,1,1,1,1,806
566,325000,2,1,4,2008,1,11198,2005,2504,656,1,1,1,3,1122
567,214000,2,0,3,2010,1,10171,2004,1535,532,1,0,1,2,1517
568,316600,1,1,1,2009,0,12327,1983,2132,612,1,0,1,2,1496
569,135960,1,0,2,2006,0,7032,1979,943,600,0,0,1,2,943
570,142600,2,0,6,2008,0,13101,1965,1728,576,0,0,1,2,1728
571,120000,1,0,2,2006,0,7332,1959,864,288,1,0,1,1,864
572,224500,2,1,3,2009,1,13159,2009,1692,650,1,1,1,2,846
573,170000,2,1,3,2007,0,9967,2000,1430,400,1,0,1,2,384
574,139000,1,0,3,2007,0,10500,1971,1109,288,1,0,1,1,372
575,118500,1,0,2,2008,0,8480,1947,1216,336,1,0,1,1,832
576,145000,2,0,3,2009,0,6292,1928,1477,216,1,0,1,1,861
577,164500,1,0,3,2006,0,11777,1966,1320,564,1,0,1,2,1164
578,146000,2,0,2,2008,0,3604,2007,1392,540,1,1,1,2,689
579,131500,2,0,4,2008,0,12150,1954,1795,352,1,0,0,1,1050
580,181900,1,0,3,2007,0,14585,1960,1429,572,1,0,1,2,1144
581,253293,2,1,3,2009,1,12704,2008,2042,1390,1,0,1,3,2042
582,118500,1,0,3,2007,0,11841,1990,816,0,0,0,1,0,816
583,325000,3,1,3,2008,0,13500,1893,2775,880,1,1,0,2,1237
584,133000,1,0,3,2009,0,6120,1935,1573,240,1,0,0,1,884
585,369900,2,0,2,2006,1,11443,2005,2028,880,1,0,1,3,1868
586,130000,1,0,2,2008,0,10267,1918,838,275,1,0,1,1,816
587,137000,1,0,2,2009,0,8740,1982,860,528,1,0,1,2,840
588,143000,1,0,1,2009,0,25095,1968,1473,452,1,0,1,1,1437
589,79500,1,0,2,2008,0,9100,1930,935,308,1,0,0,1,742
590,185900,2,1,3,2008,0,8320,2004,1582,520,1,1,1,2,770
591,451950,2,1,3,2009,1,13478,2008,2296,842,1,1,1,3,1722
592,138000,1,0,2,2008,0,6600,1982,816,816,1,0,1,2,816
593,140000,1,0,1,2009,0,4435,2003,848,420,1,0,0,2,848
594,110000,1,0,3,2008,0,7990,1975,924,280,1,0,1,1,924
595,319000,2,0,3,2006,1,11302,2005,1826,758,1,0,1,3,1814
596,114504,1,0,3,2006,0,3600,1910,1368,216,1,1,0,1,684
597,194201,0,2,2,2007,0,3922,2006,1402,648,1,0,1,3,1258
598,217500,2,0,3,2006,0,12984,1977,1647,621,1,0,1,2,1430
599,151000,2,1,3,2008,0,1950,1980,1556,452,0,1,0,2,716
600,275000,2,1,3,2006,1,10927,2005,1904,736,1,1,1,2,1058
601,141000,1,1,3,2007,0,9000,1937,1375,544,1,0,0,1,780
602,220000,2,1,3,2006,0,10041,1992,1915,506,1,1,1,2,908
603,151000,2,1,2,2010,0,3182,2004,1200,480,1,1,1,2,600
604,221000,2,0,3,2008,0,12803,2002,1494,530,1,0,1,2,1494
605,205000,2,1,3,2009,0,13600,1965,1986,486,1,1,1,2,768
606,152000,1,0,3,2009,0,12464,1996,1040,576,1,0,1,2,1040
607,225000,3,0,3,2006,0,7800,1948,2008,230,1,1,1,1,896
608,359100,2,1,4,2007,0,12168,1934,3194,380,1,1,1,2,965
609,118500,1,0,3,2007,0,7943,1961,1029,261,1,0,1,1,1029
610,313000,2,1,3,2009,0,11050,2000,2153,736,1,1,1,3,1440
611,148000,2,0,3,2007,0,10395,1978,1032,564,1,0,1,2,1032
612,261500,2,1,3,2009,0,11885,2001,1872,531,1,1,1,2,1299
613,147000,1,0,3,2007,0,8402,2007,1120,0,1,0,1,0,1120
614,75500,1,0,1,2010,0,1491,1972,630,0,1,0,0,0,630
615,137500,1,0,3,2010,0,8800,1963,1054,480,1,0,1,2,936
616,183200,2,1,3,2006,0,7861,2002,1509,393,1,1,1,2,783
617,105500,1,0,2,2008,0,7227,1954,832,528,1,0,1,2,832
618,314813,2,0,3,2007,1,11694,2007,1828,774,1,0,1,3,1822
619,305000,2,1,4,2008,1,12244,2003,2262,749,1,1,1,3,1482
620,67000,1,0,2,2008,0,8248,1914,864,0,1,0,1,0,864
621,240000,2,1,4,2008,0,10800,1974,2614,624,1,1,1,2,1522
622,135000,1,0,3,2009,0,7064,1977,980,484,1,0,1,2,980
623,168500,2,1,2,2007,0,2117,2000,1512,440,1,1,1,2,756
624,165150,1,2,4,2006,0,10400,1972,1790,484,1,1,1,2,732
625,160000,1,1,3,2010,0,10000,1962,1116,440,1,0,1,2,1116
626,139900,1,0,3,2007,0,12342,1960,1422,286,1,0,1,1,978
627,153000,1,0,3,2010,0,9600,1955,1520,364,1,0,1,1,1156
628,135000,1,2,5,2007,0,11606,1969,2080,504,1,1,1,2,1040
629,168500,1,1,3,2008,0,9020,1964,1350,520,1,0,1,2,1248
630,124000,1,0,3,2006,0,9000,1880,1750,240,1,1,0,1,636
631,209500,2,0,2,2007,1,4590,2006,1554,627,0,0,1,2,1554
632,82500,2,0,3,2009,0,11900,1977,1411,544,1,0,1,2,1386
633,139400,1,0,3,2007,0,9250,1954,1056,260,1,0,1,1,1056
634,144000,0,0,0,2010,0,6979,1980,1056,576,0,0,1,2,1056
635,200000,2,0,8,2007,0,10896,1914,3395,0,0,1,0,0,1440
636,60000,1,0,1,2009,0,6120,1936,800,0,1,0,0,0,264
637,93000,2,0,3,2009,0,6000,1954,1387,256,0,0,0,1,811
638,85000,1,0,2,2008,0,8777,1910,796,0,1,0,1,0,796
639,264561,2,0,1,2006,0,3982,2006,1567,648,1,0,1,3,1520
640,274000,1,1,1,2008,1,12677,2003,1518,588,1,0,1,2,1518
641,226000,2,1,3,2007,0,7050,2001,1929,650,1,1,1,2,1057
642,345000,2,1,4,2009,0,13860,1972,2704,538,1,0,1,2,1952
643,152000,2,1,4,2007,0,10793,1969,1620,462,1,1,1,2,780
644,370878,2,1,2,2009,0,9187,2009,1766,478,1,0,1,3,1766
645,143250,1,1,3,2007,0,10530,1971,981,576,1,0,1,2,981
646,98300,1,0,3,2008,0,7200,1950,1048,420,1,0,1,2,0
647,155000,1,0,3,2008,0,10452,1953,1094,495,1,0,1,2,1094
648,155000,1,1,4,2010,0,7700,1966,1839,442,1,1,1,2,756
649,84500,1,0,1,2007,0,1936,1970,630,0,0,0,0,0,630
650,205950,2,1,3,2008,0,8125,2007,1665,562,1,1,1,2,813
651,108000,1,0,4,2009,0,9084,1940,1510,296,1,1,1,1,755
652,191000,2,1,2,2009,0,8750,1996,1716,512,1,1,1,2,880
653,135000,1,0,3,2008,0,10320,1906,1469,216,1,0,0,1,756
654,350000,2,1,2,2008,1,10437,1995,2113,839,1,0,1,3,2109
655,88000,1,1,3,2010,0,1680,1971,1092,264,0,1,0,1,525
656,145500,1,1,3,2008,0,10007,1959,1053,312,1,0,1,1,1053
657,149000,1,1,3,2008,0,7200,1931,1502,270,1,1,1,1,776
658,97500,1,0,3,2010,0,17503,1948,1458,330,1,0,1,1,912
659,167000,1,0,3,2009,0,9937,1964,1486,480,1,0,1,2,1486
660,197900,2,1,3,2007,0,12384,1976,1935,550,1,1,1,2,793
661,402000,2,1,4,2009,1,46589,1994,2448,711,1,1,1,3,1629
662,110000,1,0,2,2009,0,13560,1968,1392,576,1,0,1,2,1392
663,137500,2,0,3,2008,0,10012,1972,1181,588,1,0,1,2,1138
664,423000,1,1,1,2006,0,20896,2005,2097,1134,1,0,1,3,2077
665,230500,2,1,3,2006,0,11194,2000,1936,504,1,1,1,2,1406
666,129000,2,1,3,2007,0,18450,1965,2380,596,1,1,1,2,1021
667,193500,2,0,3,2008,0,8125,1994,1679,575,1,0,1,2,1408
668,168000,1,1,3,2006,0,14175,1956,1437,576,1,0,1,2,1188
669,137500,1,0,2,2006,0,11600,1922,1180,252,1,0,1,1,700
670,173500,2,1,3,2009,0,8633,2005,1476,540,1,1,1,2,738
671,103600,2,0,3,2009,0,6629,1925,1369,300,1,1,0,1,672
672,165000,1,1,3,2006,1,11250,1977,1208,546,1,0,1,2,1208
673,257500,2,0,3,2007,0,14442,1957,1839,416,1,0,1,2,1477
674,140000,1,0,3,2008,0,9200,1965,1136,384,1,0,1,1,1136
675,148500,2,1,3,2009,0,2289,1978,1441,440,0,1,1,2,855
676,87000,2,0,4,2006,0,9600,1900,1774,779,1,1,0,3,1095
677,109500,1,0,2,2009,0,9022,1924,792,240,1,0,1,1,768
678,372500,2,1,3,2009,1,11844,2008,2046,834,1,0,1,3,2046
679,128500,1,0,3,2007,0,9945,1961,988,572,1,0,1,2,988
680,143000,2,0,2,2010,0,8012,1980,923,264,1,0,1,1,923
681,159434,1,0,3,2009,0,4500,1932,1520,281,1,0,0,1,793
682,173000,1,0,2,2008,0,2887,1996,1291,431,1,0,1,2,1291
683,285000,2,0,3,2007,0,11248,2002,1668,702,1,0,1,3,1626
684,221000,2,1,4,2010,1,16770,1998,1839,486,1,1,1,2,1195
685,207500,2,0,3,2007,1,5062,1984,2090,577,1,1,1,2,1190
686,227875,3,0,3,2007,0,10207,2007,1761,578,1,1,1,2,874
687,148800,2,1,2,2007,0,5105,2004,1102,480,1,1,1,2,551
688,392000,2,0,2,2007,1,8089,2007,1419,567,1,0,1,2,1419
689,194700,2,0,2,2007,1,7577,2005,1362,460,1,0,1,2,1362
690,141000,1,0,1,2008,0,4426,2004,848,420,1,0,0,2,848
691,755000,3,1,4,2007,1,21535,1994,4316,832,1,1,1,3,2444
692,335000,2,1,4,2006,1,26178,1989,2519,628,1,1,1,2,1210
693,108480,1,0,2,2006,0,5400,1921,1073,326,1,0,1,1,1073
694,141500,1,1,3,2009,0,6120,1936,1539,576,1,0,0,2,927
695,176000,2,0,2,2006,1,13811,1987,1137,551,1,0,1,2,1112
696,89000,1,0,2,2006,0,6000,1921,616,205,1,0,0,1,616
697,123500,1,0,2,2006,0,6420,1952,1148,308,1,0,1,1,980
698,138500,1,0,3,2010,0,8450,1965,894,336,1,0,1,1,894
699,196000,2,0,2,2008,0,4282,2004,1391,530,1,0,1,2,1391
700,312500,2,0,3,2006,1,14331,2002,1800,765,1,0,1,3,1800
701,140000,1,1,3,2006,0,9600,1969,1164,528,1,0,1,2,1164
702,361919,2,1,4,2006,1,12438,2006,2576,666,1,1,1,3,1234
703,140000,2,0,4,2010,0,7630,1900,1812,672,0,1,0,2,360
704,213000,2,0,3,2010,0,8400,2004,1484,606,1,0,1,2,1473
705,55000,2,0,3,2010,0,5600,1930,1092,0,0,1,0,0,0
706,302000,2,0,2,2007,0,115149,1971,1824,739,1,0,1,2,1643
707,254000,2,0,2,2009,1,6240,2006,1324,550,1,0,1,2,1324
708,179540,2,1,3,2007,0,9018,2007,1456,400,1,1,1,2,728
709,109900,1,0,3,2008,0,7162,1966,904,408,1,0,1,1,876
710,52000,1,0,2,2008,0,4130,1935,729,0,1,0,1,0,270
712,189000,2,0,2,2008,1,4671,1988,1228,472,1,0,1,2,1228
713,129000,1,0,3,2006,0,9873,1970,960,576,0,0,1,2,960
714,130500,2,1,3,2010,0,13517,1976,1479,475,1,1,1,2,725
715,165000,2,0,3,2009,0,10140,1974,1350,478,1,0,1,2,1064
716,159500,1,1,3,2007,0,10800,1890,2554,704,1,1,0,2,718
717,157000,1,1,3,2008,0,10000,1973,1178,439,1,0,1,2,1176
718,341000,2,1,3,2008,1,10542,1993,2418,983,1,1,1,3,1311
719,128500,1,1,3,2006,0,9920,1969,971,300,1,0,1,1,971
720,275000,2,0,2,2006,1,6563,1985,1742,564,1,0,1,2,1742
721,143000,1,0,1,2010,0,4426,2004,848,420,1,0,0,2,848
722,124500,1,0,3,2009,0,8120,1970,864,463,1,0,1,2,864
723,135000,2,0,4,2008,0,8172,1954,1470,548,1,0,1,1,941
724,320000,2,0,3,2009,0,13286,2007,1698,768,1,0,1,3,1698
725,120500,1,0,3,2009,0,6960,1970,864,660,1,0,1,2,864
726,222000,2,0,3,2009,0,21695,1988,1680,540,1,0,1,2,880
727,194500,2,0,2,2009,0,7314,2007,1232,632,1,0,1,2,1232
728,110000,2,0,4,2009,0,11475,1958,1776,888,0,0,1,3,1584
729,103000,1,0,2,2009,0,6240,1925,1208,539,1,0,0,2,780
730,236500,2,0,2,2010,1,5389,1995,1616,608,1,0,1,2,1595
731,187500,2,0,3,2007,1,9590,2003,1146,438,1,0,1,2,868
732,222500,2,1,3,2008,0,11404,1998,2031,541,1,1,1,2,1153
733,131400,1,0,3,2009,0,10000,1961,1144,264,1,0,1,1,864
734,108000,1,0,3,2007,0,8978,1968,948,300,1,0,1,1,948
735,163000,1,1,2,2006,0,10800,1914,1768,320,1,1,0,2,880
736,93500,2,0,2,2006,0,8544,1950,1040,400,0,0,1,2,0
737,239900,2,1,3,2006,0,10463,2005,1801,800,1,1,1,3,893
738,179000,3,0,3,2009,0,10800,1987,1200,0,0,0,1,0,1200
739,190000,2,1,3,2009,0,9313,2004,1728,572,1,1,1,2,864
740,132000,2,0,2,2007,0,9600,1910,1432,360,1,1,0,2,264
741,142000,1,0,3,2008,0,6768,1961,912,288,1,0,1,1,912
742,179000,2,0,3,2007,0,8450,2000,1349,539,1,0,1,2,1349
743,175000,2,0,3,2009,0,12886,1963,1464,480,1,0,1,2,520
744,180000,2,0,2,2008,1,5395,1993,1337,462,1,0,1,2,1337
745,299800,3,1,4,2008,0,8963,1976,2715,831,1,1,1,2,1142
746,236000,2,1,4,2009,0,8795,2000,2256,554,1,1,1,2,952
