,SalePrice,age,FullBath,HalfBath,BedroomAbvGr,YrSold,Top5,LotArea,YearBuilt,GrLivArea,GarageArea,FancyHouse,TallHouse,LessDense,GarageCars,TotalBsmtSF,exterior,aircon,kitQ,BFT,OverallCond,OverallQual,ABNORMAL
260,176000,48,1,0,3,2009,0,19296,1962,1382,884,1,0,1,2,1362,0,1,0,0,5,6,0
261,276000,3,2,1,3,2007,0,9588,2007,2574,868,1,1,1,3,1482,1,1,1,0,5,8,0
262,151000,33,1,0,3,2006,0,8471,1977,1212,492,1,0,1,2,506,0,1,0,0,7,6,0
263,130000,81,1,0,3,2010,0,5500,1929,1316,484,1,0,0,2,926,0,1,0,0,7,5,0
264,73000,85,1,0,2,2008,0,5232,1925,764,504,1,0,0,2,680,0,0,0,0,5,5,0
265,175500,29,2,0,3,2008,0,12090,1981,1422,576,1,0,1,2,1422,0,1,0,1,6,6,0
266,185000,13,2,1,3,2006,0,11207,1997,1511,413,1,1,1,2,802,2,1,0,1,5,6,0
267,179500,71,2,1,4,2008,0,8400,1939,2192,240,1,1,1,1,720,0,1,0,0,8,5,0
268,120500,70,1,0,2,2008,0,6900,1940,778,924,1,0,0,1,740,2,1,0,0,6,5,0
269,148000,34,1,1,3,2007,0,7917,1976,1113,504,1,0,1,1,1143,0,1,0,0,7,6,0
270,266000,4,2,1,3,2006,0,10728,2006,1939,1053,1,1,1,3,1095,2,1,0,0,5,8,0
271,241500,56,1,0,2,2008,0,39104,1954,1363,439,1,0,1,2,1385,0,1,0,0,7,7,0
272,290000,11,2,1,4,2010,1,11764,1999,2270,671,1,1,1,3,1152,2,1,0,1,7,8,0
273,139000,52,2,0,3,2009,0,9600,1958,1632,338,1,0,1,1,1240,0,1,0,0,6,6,0
274,124500,28,1,0,2,2007,0,8314,1982,816,264,1,0,1,1,816,0,1,0,0,7,5,0
275,205000,85,2,1,3,2009,0,7264,1925,1548,672,1,0,1,2,952,0,0,1,0,7,7,0
276,201000,7,2,0,3,2010,0,9196,2003,1560,573,1,0,1,2,1560,2,1,0,0,5,7,0
277,141000,59,1,0,2,2010,0,19138,1951,864,400,1,0,1,2,864,2,1,0,0,5,4,0
278,415298,4,2,1,3,2007,1,14450,2006,2121,732,1,0,1,3,2121,1,1,1,0,5,9,0
279,192000,33,2,1,4,2008,0,10005,1977,2022,505,1,1,1,2,1160,0,1,0,0,5,7,0
280,228500,21,2,1,3,2007,0,11287,1989,1982,575,1,1,1,2,807,0,1,0,1,6,7,0
281,185000,4,2,0,2,2006,0,7200,2006,1262,572,1,0,1,2,1262,2,1,0,1,5,6,0
282,207500,3,2,0,2,2009,1,5063,2007,1314,626,0,0,1,2,1314,2,1,0,1,5,7,0
283,244600,2,2,0,3,2009,0,9612,2008,1468,898,1,0,1,3,1468,2,1,0,0,5,8,0
284,179200,18,2,0,2,2007,0,8012,1992,1575,529,1,0,1,2,1575,0,1,0,1,5,6,0
285,164700,4,2,1,2,2007,0,4251,2006,1250,528,1,1,1,2,625,0,1,0,0,5,7,0
286,159000,48,1,1,3,2006,0,9786,1962,1734,440,1,0,1,2,912,0,1,0,0,7,6,0
287,88000,39,1,0,3,2006,0,8125,1971,858,0,1,0,1,0,858,0,1,0,0,4,4,0
288,122000,43,1,0,3,2010,0,9819,1967,900,280,1,0,1,1,882,0,1,0,0,5,5,0
289,153575,95,1,0,3,2007,0,8730,1915,1396,384,1,1,1,1,698,0,1,0,0,7,6,0
290,233230,4,2,1,3,2006,0,15611,2006,1919,685,1,1,1,2,1079,2,1,0,0,5,8,0
291,135900,98,2,0,6,2008,0,5687,1912,1716,0,0,1,1,0,780,2,0,0,0,6,5,0
292,131000,61,1,1,3,2009,0,11409,1949,1716,281,1,0,1,1,768,0,1,0,0,4,5,0
293,235000,33,2,1,3,2006,0,16659,1977,2263,539,1,1,1,2,795,0,1,0,0,7,7,0
294,167000,57,1,0,3,2009,0,9600,1953,1644,418,1,0,1,2,1416,0,1,0,1,5,6,0
295,142500,26,1,0,3,2006,0,7937,1984,1003,588,1,0,1,2,1003,0,1,0,1,6,6,0
296,152000,60,1,1,4,2007,0,13710,1950,1558,282,1,0,0,1,910,0,1,0,0,5,5,0
297,239000,13,2,1,3,2007,0,7399,1997,1950,576,1,1,1,2,975,2,1,0,0,5,7,0
298,175000,42,1,2,3,2007,0,11700,1968,1743,539,1,1,1,2,702,0,1,0,0,6,6,0
299,158500,60,1,0,3,2009,0,14000,1950,1152,300,1,0,1,1,1092,0,1,0,0,8,6,0
300,157000,57,1,0,2,2006,0,15750,1953,1336,375,0,0,1,1,1165,0,1,0,0,5,5,0
301,267000,12,2,1,4,2007,0,16226,1998,2452,683,1,1,1,2,1028,2,1,0,1,5,8,0
302,205000,9,2,0,3,2006,0,13704,2001,1541,843,1,0,1,3,1541,2,1,0,0,5,7,0
303,149900,38,1,0,3,2006,0,9800,1972,894,552,1,0,1,2,894,2,1,0,0,7,5,1
304,295000,130,3,0,3,2008,0,18386,1880,3493,870,1,1,0,3,1470,1,1,0,0,9,7,0
305,305900,6,2,0,3,2007,0,10386,2004,2000,888,1,0,1,3,2000,1,1,0,1,5,8,0
306,225000,20,2,1,4,2007,0,13474,1990,2243,746,1,1,1,3,700,0,1,0,0,5,7,0
307,89500,90,1,0,3,2008,0,7920,1920,1406,0,1,0,0,0,319,0,1,0,0,7,6,0
308,82500,70,1,0,1,2009,0,12342,1940,861,539,1,0,1,2,861,2,1,0,0,5,4,0
309,360000,7,2,0,3,2006,1,12378,2003,1944,708,1,0,1,3,1896,2,1,1,1,5,9,0
310,165600,17,2,1,3,2006,0,7685,1993,1501,420,1,1,1,2,697,0,1,0,0,5,6,0
311,132000,62,1,0,2,2009,0,8000,1948,972,240,1,0,1,1,972,2,1,0,0,6,6,0
312,119900,71,1,0,3,2006,0,7800,1939,1118,410,0,0,0,2,793,0,1,0,0,7,5,0
313,375000,45,2,0,3,2009,1,215245,1965,2036,513,1,0,1,2,2136,0,1,0,0,5,7,0
314,178000,85,1,1,3,2006,0,9600,1925,1641,546,1,1,0,2,728,0,1,1,0,7,7,0
315,188500,6,2,1,3,2009,0,7795,2004,1432,432,1,1,1,2,716,2,1,0,1,5,7,0
316,260000,30,2,1,4,2009,0,13005,1980,2353,484,1,1,1,2,845,1,1,1,1,7,7,0
317,270000,4,2,1,3,2007,0,9000,2006,1959,1025,1,1,1,3,1088,2,1,0,0,5,8,0
318,260000,17,2,1,4,2009,1,9900,1993,2646,656,1,1,1,3,1347,0,1,0,1,5,7,0
319,187500,30,2,0,3,2009,0,14115,1980,1472,588,1,0,1,2,1372,0,1,0,1,5,7,0
320,342643,4,3,1,4,2006,1,16259,2006,2596,840,1,1,1,3,1249,2,1,0,0,5,9,0
321,354000,6,2,1,4,2007,1,12099,2004,2468,872,1,1,1,3,1136,2,1,0,1,5,8,0
322,301000,24,2,1,4,2007,0,10380,1986,2730,576,1,1,1,2,1502,0,1,0,0,5,7,0
323,126175,55,1,0,3,2006,0,5820,1955,1163,220,1,0,0,1,1162,2,1,0,0,8,3,0
324,242000,43,2,1,5,2010,0,11275,1967,2978,564,1,0,1,2,710,0,1,0,0,7,7,0
325,87000,69,1,0,2,2007,0,5000,1941,803,360,1,0,0,2,720,0,0,0,0,6,5,0
326,324000,17,1,1,1,2008,1,10846,1993,1719,473,1,0,1,2,1719,1,1,0,1,5,8,0
327,145250,50,1,1,3,2006,0,11600,1960,1383,292,1,0,1,1,1383,0,1,0,0,5,6,0
328,214500,94,2,0,5,2009,0,11888,1916,2134,441,1,1,1,2,844,0,0,0,0,6,6,0
329,78000,90,1,0,3,2009,0,6402,1920,1192,189,1,1,0,1,596,0,0,0,0,5,5,0
330,119000,46,2,0,6,2007,0,10624,1964,1728,352,0,0,1,1,1728,0,1,0,1,4,5,0
331,139000,52,1,0,3,2007,0,8176,1958,1056,308,1,0,1,1,1056,0,1,0,0,6,5,0
332,284000,7,2,0,3,2009,1,10655,2003,1629,880,1,0,1,3,3206,2,1,0,1,5,8,0
333,207000,6,2,0,2,2008,1,8198,2004,1358,484,1,0,0,2,1358,2,1,0,1,5,7,0
334,192000,12,2,1,3,2008,0,9042,1998,1638,472,1,1,1,2,943,2,1,0,1,5,6,0
335,228950,45,2,0,3,2008,1,164660,1965,1786,529,0,0,1,2,1499,0,1,0,0,6,5,0
336,377426,5,2,0,3,2007,1,14157,2005,1922,676,1,0,1,3,1922,2,1,0,1,5,9,0
337,214000,8,2,0,3,2008,0,9135,2002,1536,532,1,0,1,2,1536,2,1,0,1,5,7,0
338,202500,26,2,0,3,2006,0,14145,1984,1621,440,1,0,1,2,1208,0,1,0,0,7,7,0
339,155000,52,1,0,3,2009,0,12400,1958,1215,297,1,0,1,1,1215,0,1,0,0,7,6,0
340,202900,8,2,1,4,2010,1,14191,2002,1908,431,1,1,1,2,967,2,1,0,0,5,8,0
341,82000,60,1,0,2,2009,0,8400,1950,841,294,1,0,0,1,721,0,1,0,0,4,4,0
342,87500,61,2,0,2,2006,0,8544,1949,1040,400,0,0,1,2,0,0,0,0,0,4,3,0
343,266000,5,2,0,2,2008,1,8849,2005,1684,564,1,0,1,2,1684,0,1,1,1,5,9,0
344,85000,34,1,1,3,2010,0,2592,1976,1112,336,1,1,0,1,536,1,1,0,0,3,5,0
345,140200,71,1,0,3,2006,0,6435,1939,1577,312,1,0,1,1,972,0,1,0,0,5,6,0
346,151500,50,1,0,2,2007,0,12772,1960,958,301,1,0,1,1,958,0,1,0,0,8,6,0
347,157500,50,2,0,3,2009,0,17600,1960,1478,498,1,0,1,2,1478,0,1,0,0,5,6,0
348,154000,7,2,1,2,2008,1,2448,2003,1626,474,0,1,1,2,764,2,1,0,1,5,7,0
349,437154,5,2,1,4,2006,1,20431,2005,2728,706,1,1,1,3,1848,1,1,1,1,5,9,0
350,318061,3,2,0,2,2007,1,7820,2007,1869,617,1,0,1,2,1869,0,1,1,0,5,9,0
351,190000,24,1,1,2,2006,0,5271,1986,1453,445,1,0,1,2,1453,0,1,0,1,5,7,1
352,95000,69,1,0,3,2008,0,9084,1941,1111,200,1,0,1,1,616,2,0,0,0,6,5,0
353,105900,82,1,0,2,2010,0,8520,1928,720,484,1,0,0,2,624,2,1,0,0,8,6,0
354,140000,70,1,0,2,2006,0,8400,1940,1595,240,1,0,1,1,940,0,1,0,0,5,6,0
355,177500,15,2,0,3,2007,0,11249,1995,1200,521,1,0,1,2,1200,2,1,0,0,5,6,0
356,173000,18,2,0,3,2009,0,9248,1992,1167,400,1,0,1,2,1158,0,1,0,1,6,6,0
357,134000,34,1,1,3,2007,0,4224,1976,1142,528,1,0,0,2,1142,1,1,0,0,5,5,0
358,130000,52,1,0,3,2006,0,6930,1958,1352,288,1,0,1,1,1062,0,1,0,0,4,5,1
359,280000,12,2,1,3,2006,1,12011,1998,1924,592,1,1,1,2,1086,2,1,0,1,5,8,0
360,156000,32,1,0,2,2007,0,7540,1978,912,470,1,0,1,2,888,2,1,0,1,6,6,0
361,145000,70,1,0,3,2008,0,9144,1940,1505,240,1,0,1,1,883,0,1,0,0,5,5,0
362,198500,7,3,0,4,2009,0,7301,2003,1922,672,1,0,1,2,0,0,1,0,0,5,7,0
363,118000,38,1,1,2,2009,0,1680,1972,987,264,0,1,0,1,483,0,1,0,0,8,6,0
364,190000,34,2,1,3,2006,0,18800,1976,1574,566,1,1,1,2,796,0,1,0,1,5,6,0
365,147000,90,1,0,3,2009,0,10690,1920,1344,468,1,1,0,1,672,2,1,0,0,7,5,0
366,159000,47,1,1,3,2009,0,9500,1963,1394,514,1,0,1,2,1394,0,1,0,0,5,6,0
367,165000,48,1,0,3,2008,0,9150,1962,1431,296,1,0,1,1,1099,0,1,0,1,5,6,0
368,132000,56,1,0,2,2010,0,7800,1954,1268,244,1,0,1,1,1268,0,1,0,0,6,5,0
369,162000,51,1,0,3,2010,0,9830,1959,1287,576,1,0,1,2,1063,0,1,0,0,7,5,0
370,172400,10,2,1,3,2006,0,8121,2000,1664,460,1,1,1,2,953,2,1,0,0,5,6,0
371,134432,51,2,0,4,2008,0,17120,1959,1588,680,1,0,1,2,0,0,1,0,0,4,4,0
372,125000,26,1,0,2,2010,0,7175,1984,752,264,1,0,1,1,744,0,1,0,0,5,6,0
373,123000,57,1,0,3,2009,0,10634,1953,1319,270,1,0,1,1,608,0,1,0,0,6,5,0
374,219500,7,2,1,4,2007,0,8200,2003,1928,434,1,1,1,2,847,2,1,0,0,5,7,0
375,61000,88,0,1,1,2009,0,10020,1922,904,0,1,0,1,0,683,0,0,0,0,1,1,0
376,148000,14,1,0,2,2006,0,8846,1996,914,576,1,0,1,2,870,2,1,0,1,5,5,0
377,340000,6,3,0,4,2007,0,11143,2004,2466,610,1,1,1,2,1580,1,1,0,0,5,8,0
378,394432,0,1,1,1,2010,1,11394,2010,1856,834,1,0,1,3,1856,2,1,1,1,2,9,0
379,179000,10,2,1,3,2009,0,8123,2000,1800,463,1,1,1,2,982,2,1,0,0,5,6,0
380,127000,86,2,0,3,2010,0,5000,1924,1691,308,1,0,1,1,1026,0,1,0,0,6,5,0
381,187750,4,2,0,2,2006,0,7200,2006,1301,572,1,0,1,2,1293,2,1,0,0,5,7,0
382,213500,4,2,1,3,2007,0,9245,2006,1797,639,1,1,1,2,939,2,1,0,0,5,7,0
383,76000,82,1,0,2,2009,0,9000,1928,784,360,1,0,0,2,784,0,0,0,0,3,6,0
384,240000,18,2,1,3,2007,0,53107,1992,1953,501,1,1,1,2,1580,0,1,0,1,5,6,0
385,192000,6,2,0,2,2010,0,3182,2004,1269,430,1,0,1,2,1256,2,1,0,1,5,8,0
386,81000,100,1,0,5,2006,0,8410,1910,1184,0,1,0,1,0,658,0,1,0,0,3,5,0
387,125000,34,1,0,3,2009,0,7200,1976,1125,352,1,0,1,1,1041,0,1,0,0,6,6,1
388,191000,11,2,0,3,2008,0,9382,1999,1479,577,1,0,1,2,1468,2,1,0,0,5,7,0
389,426000,3,2,1,3,2008,1,12474,2007,2332,846,1,1,1,3,1682,2,1,1,1,5,10,0
390,119000,110,1,0,4,2008,0,8405,1900,1367,384,1,0,1,1,861,0,1,0,0,8,5,0
391,215000,9,2,1,3,2009,0,12209,2001,1961,560,1,1,1,2,804,2,1,0,0,5,6,0
392,106500,51,1,0,3,2007,0,8339,1959,882,294,1,0,1,1,0,0,1,0,0,7,5,0
393,100000,69,1,0,2,2006,0,7446,1941,788,0,1,0,1,0,788,0,1,0,0,5,4,1
394,109000,70,1,0,2,2007,0,10134,1940,1034,240,1,0,1,1,735,0,1,0,0,6,5,0
395,129000,54,1,0,3,2010,0,9571,1956,1144,596,1,0,1,1,1144,0,1,0,0,6,5,0
396,123000,38,1,0,2,2009,0,7200,1972,894,600,1,0,1,2,894,0,1,0,0,5,5,0
397,169500,48,2,0,4,2007,0,7590,1962,1812,264,1,1,1,1,864,2,1,0,0,5,5,0
398,67000,90,1,0,2,2007,0,8967,1920,1077,338,1,0,0,1,961,0,1,0,0,2,5,1
399,241000,4,2,0,2,2009,0,8125,2006,1550,438,1,1,1,2,1092,1,1,0,1,5,7,0
400,245500,14,1,1,1,2008,1,14963,1996,1288,500,1,0,1,2,1260,1,1,1,1,5,8,0
401,164990,5,2,0,3,2006,0,8767,2005,1310,400,1,0,1,2,1310,2,1,0,1,5,7,0
402,108000,70,1,0,2,2008,0,10200,1940,672,240,1,0,1,1,672,0,1,0,0,8,5,0
403,258000,12,2,1,4,2006,1,12090,1998,2263,420,1,1,1,2,1141,2,1,0,0,5,8,1
404,168000,15,2,1,3,2007,0,10364,1995,1572,373,1,1,1,2,806,0,1,0,0,5,6,0
405,150000,34,2,0,3,2009,0,9991,1976,1620,490,1,0,1,2,1281,0,1,0,0,4,4,0
406,115000,74,1,0,3,2008,0,10480,1936,1639,240,1,0,1,1,1064,0,1,0,0,5,6,0
407,177000,95,2,0,4,2008,0,15576,1915,1680,308,1,1,1,1,840,0,1,0,0,7,6,0
408,280000,4,2,1,3,2007,1,14154,2006,2172,947,1,1,1,3,1063,2,1,0,0,5,7,0
409,339750,3,2,1,3,2008,0,10800,2007,2078,836,1,1,1,3,1034,2,1,1,1,5,8,0
410,60000,52,1,0,3,2009,0,9571,1958,1276,350,1,0,1,1,1276,0,1,0,0,3,5,1
411,145000,55,1,0,3,2006,0,34650,1955,1056,572,0,0,1,2,1056,0,0,0,0,5,5,0
412,222000,1,2,1,2,2010,0,4403,2009,1478,484,1,0,1,2,1470,0,1,0,1,5,7,0
413,115000,83,1,0,2,2010,0,8960,1927,1028,360,1,0,0,2,1008,0,1,0,0,6,5,0
414,228000,17,2,1,3,2008,0,11228,1993,2097,678,1,1,1,3,1080,2,1,0,0,5,7,0
415,181134,3,2,0,3,2007,0,8899,2007,1340,396,1,0,1,2,1340,2,1,0,1,5,7,0
416,149500,32,1,1,3,2006,0,7844,1978,1400,440,1,1,1,2,672,0,1,0,0,7,6,0
417,239000,92,2,1,4,2007,0,22420,1918,2624,864,1,1,1,3,1370,0,0,0,0,6,6,0
418,126000,70,1,1,3,2007,0,8160,1940,1134,240,1,0,1,1,756,0,0,0,0,6,5,0
419,142000,42,1,0,3,2010,0,8450,1968,1056,304,1,0,1,1,1056,2,1,0,0,6,5,0
420,206300,13,2,0,2,2008,0,7060,1997,1344,784,0,0,0,4,1344,2,1,0,1,5,7,0
421,215000,33,2,0,3,2009,0,16635,1977,1602,529,1,0,1,2,1602,1,1,0,0,7,6,0
422,113000,56,1,0,2,2008,0,21750,1954,988,520,1,0,1,2,988,0,1,0,0,5,5,0
423,315000,12,2,1,4,2008,1,9200,1998,2630,696,1,1,1,3,1470,2,1,0,1,5,8,0
424,139000,54,1,0,2,2008,0,9000,1956,1196,297,1,0,1,1,1196,0,1,0,0,5,6,0
425,135000,64,1,1,3,2009,0,3378,1946,1389,240,1,1,0,1,651,0,1,0,0,8,7,0
426,275000,21,2,0,2,2009,0,12800,1989,1644,569,1,0,1,2,1518,0,1,0,1,5,7,0
427,109008,53,1,0,3,2008,0,8593,1957,907,352,1,0,1,1,907,0,1,0,0,6,4,0
428,195400,3,2,0,2,2007,0,6762,2007,1208,628,1,0,1,2,1208,2,1,0,1,5,7,0
429,175000,22,2,0,3,2009,1,11457,1988,1412,576,1,0,1,2,1392,0,1,0,1,5,6,0
430,85400,39,1,1,2,2008,0,1680,1971,987,264,0,1,0,1,483,0,1,0,0,5,6,1
431,79900,90,1,0,4,2008,0,5586,1920,1198,0,1,0,0,0,901,0,1,0,0,7,6,1
432,122500,39,1,1,2,2007,0,1920,1971,1365,440,1,1,0,2,765,0,1,0,0,5,5,0
433,181000,13,2,1,3,2008,0,10839,1997,1604,470,1,1,1,2,926,2,1,0,0,5,6,0
434,81000,38,1,0,1,2008,0,1890,1972,630,0,0,0,0,0,630,1,1,0,0,7,4,0
435,212000,14,2,1,3,2009,0,10667,1996,1661,550,1,1,1,2,799,2,1,0,1,6,7,0
436,116000,90,1,0,2,2006,0,4400,1920,1118,440,1,0,0,2,648,0,1,0,0,8,6,0
437,119000,84,1,0,2,2009,0,6000,1926,904,180,1,0,0,1,884,0,1,0,0,7,6,0
438,90350,97,1,0,2,2007,0,4280,1913,694,352,1,0,1,1,440,0,0,0,0,6,5,0
439,110000,90,1,0,3,2009,0,12354,1920,1196,528,1,0,1,2,684,0,1,0,0,8,6,0
440,555000,2,2,0,2,2009,1,15431,2008,2402,672,1,0,1,3,3094,2,1,1,1,5,10,0
441,118000,55,2,0,4,2008,0,12108,1955,1440,0,0,0,1,0,1440,2,0,0,0,4,4,0
442,162900,80,2,0,3,2008,0,6240,1930,1573,360,1,0,0,2,1078,0,1,0,0,7,5,0
443,172500,4,2,0,2,2007,0,3922,2006,1258,648,1,0,1,3,1258,0,1,0,0,5,7,0
444,210000,16,2,1,4,2008,0,8750,1994,1908,493,1,1,1,2,915,2,1,0,1,5,7,0
445,127500,54,1,0,3,2009,0,9855,1956,1689,480,1,0,1,2,1436,0,1,0,0,5,6,0
446,190000,44,2,1,2,2010,0,16492,1966,1888,578,1,0,1,2,1517,0,1,0,0,6,6,0
447,199900,12,2,1,4,2006,0,11214,1998,1886,431,1,1,1,2,930,2,1,0,0,5,7,0
448,119500,73,2,0,3,2006,0,8600,1937,1376,198,1,0,0,1,780,0,1,0,0,6,6,0
449,120000,62,1,1,2,2007,0,6000,1948,1183,308,1,0,0,1,649,0,1,0,0,7,3,0
450,110000,80,1,0,2,2006,0,5684,1930,813,270,1,0,0,1,813,0,1,0,0,8,6,0
451,280000,35,2,0,2,2006,0,70761,1975,1533,576,1,0,1,2,1533,0,1,0,0,5,7,0
452,204000,14,2,1,3,2007,1,9303,1996,1756,422,1,1,1,2,872,2,1,0,0,5,6,0
453,210000,2,2,1,3,2009,0,9000,2008,1590,676,1,1,1,2,768,2,1,0,0,5,8,0
454,188000,34,2,0,4,2006,0,9297,1976,1728,560,0,0,1,2,1728,0,1,0,0,5,5,0
455,175500,37,1,1,3,2007,0,9600,1973,1242,528,1,0,1,2,1242,0,1,0,0,6,7,0
456,98000,94,1,0,4,2008,0,4571,1916,1344,513,1,1,0,3,624,0,0,0,0,5,5,1
457,256000,56,1,0,2,2008,0,53227,1954,1663,529,1,0,1,2,1364,0,1,0,0,6,4,0
458,161000,85,1,0,3,2008,0,5100,1925,1666,228,1,1,0,1,588,0,1,0,0,7,8,0
459,110000,60,1,0,3,2009,0,7015,1950,1203,352,1,0,1,1,709,0,1,0,0,4,5,0
460,263435,1,2,1,3,2009,0,8004,2009,1935,552,1,1,1,2,832,2,1,0,1,5,8,0
461,155000,74,1,0,3,2009,0,7200,1936,1135,576,1,1,1,2,560,0,1,0,0,9,7,0
462,62383,45,1,0,3,2009,0,8281,1965,864,360,1,0,1,1,864,0,1,0,0,5,5,0
463,188700,76,1,1,3,2008,0,11988,1934,1660,240,1,1,1,1,715,0,1,0,0,7,6,0
464,124000,32,2,0,3,2009,0,8430,1978,1040,0,1,0,1,0,1040,0,1,0,0,5,5,0
465,178740,6,2,0,2,2006,0,3072,2004,1414,398,1,0,0,2,1375,2,1,0,0,5,7,0
466,167000,40,1,0,2,2007,0,10628,1970,1277,526,1,0,1,2,1277,0,1,0,1,5,7,0
467,146500,68,1,1,3,2007,0,9480,1942,1644,312,1,1,1,1,728,0,1,0,0,7,5,0
468,250000,4,2,0,3,2007,1,11428,2006,1634,866,1,0,1,3,1626,2,1,0,0,5,8,0
469,187000,17,2,1,3,2008,0,9291,1993,1710,506,1,1,1,2,832,0,1,0,1,5,6,0
470,212000,25,1,1,1,2010,1,6820,1985,1502,528,1,0,1,2,1488,0,1,0,1,5,8,0
471,190000,33,2,1,3,2007,0,11952,1977,1969,534,1,1,1,2,808,0,1,0,0,6,7,0
472,148000,5,1,0,2,2008,0,3675,2005,1072,525,1,0,0,2,547,2,1,0,1,5,6,0
473,440000,4,2,0,2,2007,1,14977,2006,1976,908,1,0,1,3,1976,2,1,0,1,5,8,0
474,251000,10,2,0,2,2007,1,5330,2000,1652,499,1,0,1,2,1494,1,1,1,1,5,8,0
475,132500,47,1,0,2,2007,0,8480,1963,970,624,1,0,1,2,970,0,1,0,1,6,5,0
476,208900,13,2,0,3,2008,0,13125,1997,1493,508,1,0,1,2,1478,2,1,0,1,5,6,0
477,380000,4,2,1,3,2007,1,13693,2006,2643,694,1,1,1,3,2153,2,1,1,0,5,9,0
478,297000,3,2,0,3,2009,0,10637,2007,1718,826,1,0,1,3,1705,2,1,0,1,5,8,0
479,89471,73,1,0,2,2007,0,5925,1937,1131,672,1,0,0,2,907,0,1,0,0,7,4,0
480,326000,6,2,0,3,2006,1,16033,2004,1850,772,1,0,1,3,1833,2,1,0,1,5,9,0
481,374000,7,2,0,2,2006,1,11846,2003,1792,874,1,0,1,3,1792,2,1,1,1,5,9,0
482,155000,95,1,1,4,2009,0,2500,1915,1826,164,1,1,0,1,910,0,1,1,0,8,7,0
483,164000,12,2,0,2,2006,0,4500,1998,1216,402,0,0,0,2,1216,2,1,0,1,5,6,0
484,132500,48,1,0,3,2007,0,7758,1962,999,264,1,0,1,1,999,0,1,0,0,7,5,0
485,147000,60,1,0,3,2009,0,9600,1950,1113,264,1,0,1,1,1113,0,1,0,0,7,5,0
486,156000,45,1,1,3,2007,0,10289,1965,1073,515,1,0,1,2,1073,0,1,0,0,7,5,0
487,175000,39,2,0,3,2007,0,12243,1971,1484,487,1,0,1,2,1484,0,1,0,0,6,5,0
488,160000,110,2,0,3,2006,0,10800,1900,2414,520,0,0,1,2,954,0,0,0,0,4,5,0
489,86000,40,1,0,1,2009,0,1526,1970,630,286,0,0,0,1,630,1,1,0,1,8,4,0
490,115000,34,1,1,3,2008,0,2665,1976,1304,336,1,1,0,1,264,1,1,0,0,6,5,0
491,133000,69,1,0,3,2006,0,9490,1941,1578,240,1,0,1,1,806,0,1,0,0,7,6,0
492,172785,4,2,1,3,2006,0,15578,2006,1456,429,1,1,1,2,728,2,1,0,0,5,6,0
493,155000,50,1,1,3,2008,0,7931,1960,1269,308,1,0,1,1,1269,0,1,0,0,6,5,0
494,91300,72,1,0,2,2009,0,5784,1938,886,273,1,0,0,1,190,0,1,0,0,8,5,0
496,430000,18,3,0,4,2007,1,12692,1992,3228,546,1,0,1,2,3200,0,1,0,1,5,8,0
497,184000,85,2,0,4,2008,0,9120,1925,1820,240,1,0,1,1,1026,0,1,0,0,6,7,0
498,130000,43,1,0,3,2009,0,7800,1967,899,288,1,0,1,1,864,0,1,0,0,7,5,0
499,120000,52,1,0,2,2007,0,7535,1958,912,297,1,0,1,1,912,0,1,0,0,7,5,0
500,113000,37,1,1,3,2007,0,1890,1973,1218,264,0,1,0,1,672,0,1,0,0,5,6,0
501,226700,5,2,1,3,2008,0,9803,2005,1768,603,1,1,1,2,866,2,1,0,1,5,7,0
502,140000,45,1,0,2,2007,0,9170,1965,1214,461,1,0,1,2,1214,0,1,0,0,7,5,0
503,289000,51,2,0,1,2010,0,15602,1959,1801,484,1,0,1,2,1501,0,1,0,0,8,7,0
504,147000,36,2,1,3,2009,0,2308,1974,1322,440,1,1,1,2,855,0,1,0,0,5,6,0
505,124500,58,2,0,4,2009,0,7596,1952,1960,400,0,1,0,2,960,0,1,0,0,5,5,0
506,215000,17,2,1,3,2006,0,9554,1993,1911,471,1,1,1,2,777,2,1,0,1,5,8,0
507,208300,1,2,0,2,2009,0,7862,2009,1218,676,1,0,1,2,1218,2,1,0,1,5,6,0
508,161000,82,2,0,3,2008,0,9600,1928,1378,360,1,1,0,2,689,0,1,0,0,9,7,0
509,124500,51,1,0,3,2009,0,9600,1959,1041,270,1,0,1,1,1041,0,1,0,0,6,5,0
510,164900,59,1,0,2,2009,0,14559,1951,1363,288,1,0,1,1,1008,0,1,0,0,7,5,0
511,202665,5,2,0,2,2006,1,6792,2005,1368,474,1,0,1,2,1368,2,1,0,0,5,7,0
512,129900,52,1,0,3,2006,0,9100,1958,864,624,1,0,1,2,864,2,1,0,0,5,5,0
513,134000,27,1,1,3,2007,0,9187,1983,1080,484,1,0,1,2,1084,2,1,0,0,5,6,0
514,96500,84,1,0,2,2007,0,10594,1926,789,200,1,0,1,1,768,0,0,0,0,5,5,0
515,402861,1,2,1,3,2009,1,12220,2009,2020,900,1,0,1,3,2006,1,1,1,1,5,10,0
516,158000,38,2,1,3,2009,0,10448,1972,2119,583,1,0,1,2,689,0,1,0,0,6,6,1
517,265000,14,2,1,3,2009,1,10208,1996,2344,889,1,1,1,3,1264,2,1,0,0,5,7,0
518,211000,12,2,1,3,2007,0,9531,1998,1796,546,1,1,1,2,794,2,1,0,1,5,6,0
519,234000,84,1,1,3,2009,0,10918,1926,2080,282,1,1,1,1,1276,0,1,0,0,9,7,0
